feature,detection_rate__all,detection_rate__B,detection_rate__SS,detection_rate__dQC,detection_rate__QC,detection_rate__Dunn,detection_rate__French,detection_rate__LMU,detection_rate__biological,detection_rate__qc_like,detection_rate__blank,mz,mz max,mz min,mz std,rt,rt end,rt max,rt min,rt start,rt std
FT-198,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1398.406658551712,1398.487095265835,1398.3355869959996,0.0399371078113669,1341.7948458373571,1355.4510447743162,1343.7796393323767,1339.4045540846112,1328.786968608478,1.124417950389659
FT-199,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1223.794329633322,1223.8477891740072,1223.7328858293467,0.0320895105058515,1273.4466422499067,1280.9673685186042,1276.269530388491,1270.7744681742668,1268.557216980878,1.2870284782640955
FT-200,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1039.6606356714726,1039.7152117448236,1039.609987920612,0.0285971293977563,1386.5689310879638,1396.528175354006,1389.322205274966,1383.8648933908498,1377.2603266789347,1.358794537316638
FT-201,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1560.0025678909035,1560.0923396222902,1559.9118780120905,0.0482189961015412,1385.9591274494428,1395.7667957652686,1388.5420000753802,1383.4854303484206,1375.953470205332,1.22676144180058
FT-203,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1033.9851251097311,1034.0431134347784,1033.93021982602,0.0303773301958856,1419.5994173936797,1436.3402098797728,1421.5891002033584,1417.1693973731028,1406.504333983076,1.2292331845144575
FT-205,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1559.5079808864853,1559.593122537758,1559.4291321157314,0.0434378052259568,1385.8104858293589,1396.1924584706642,1388.2480646536085,1383.251170625242,1375.8304738998434,1.2375875733611723
FT-206,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1034.6560763743712,1034.7123139359592,1034.6014150768017,0.0298462974025474,1386.0386461317642,1395.2626547813416,1388.8838369044424,1383.0236739106767,1376.8958172798157,1.443510211018104
FT-207,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1034.6551417461487,1034.7125304192216,1034.5975891814644,0.0303605748289172,1455.50905041845,1469.479553565551,1457.2048275403458,1453.303311263696,1442.954649764501,1.045363518081707
FT-208,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1034.3174542653558,1034.380541985564,1034.2613138443917,0.0295451611052212,1455.555851617301,1469.701675415041,1457.6545435811267,1453.1631563393423,1442.65215174357,1.0732159464279536
FT-209,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1632.5496568490846,1632.6439370468956,1632.468630968542,0.0492385054668293,1438.8645645787187,1444.8693813855136,1440.6580787895616,1436.0888835821331,1430.697591757474,1.1907313115547458
FT-211,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,815.8635371185956,815.9097037102256,815.8168325066675,0.0237987236535292,1299.0589008403172,1315.8451273355154,1300.8173377571577,1296.6742952794136,1285.8302638042446,1.1679361461324014
FT-212,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1034.6524894655838,1034.712526312989,1034.5946546772016,0.0289896148038387,1419.5355960078075,1437.3696770828783,1421.3266819845712,1417.0516013166043,1406.067496310462,1.0710088590038451
FT-217,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1089.0287993120237,1089.0950065180127,1088.970820326633,0.030458456101534,1473.4388815633502,1483.5051296283675,1476.2821695524506,1470.872925663907,1466.9955052957894,1.2981758393010991
FT-219,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,809.5439415442514,809.5901010781033,809.5004145134822,0.0238060682328357,1120.883361213832,1137.4299807981995,1123.5258483320945,1118.0010013993176,1106.2009100480516,1.407083948317459
FT-220,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1098.2292261588002,1098.2904734059596,1098.173907533108,0.0325171901432204,1176.4712324222012,1189.1500946783274,1178.6797381441168,1173.8919929822691,1163.494515572824,1.1867773561182018
FT-221,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1005.6756059707232,1005.7351871901508,1005.6206808174506,0.0294205207121462,1156.2008704897985,1172.2008562088015,1158.7916354985457,1153.40959517587,1141.539906588467,1.314394711507909
FT-222,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1087.6997012829654,1087.7619304064426,1087.6443678719036,0.03103060333828,1212.1840644998792,1229.1766516010414,1214.6552307545503,1209.398301752987,1197.634043318504,1.289501447076295
FT-223,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1088.2006657983875,1088.2647114412373,1088.1441726877654,0.0308360094818792,1212.1002271969037,1227.8823891553018,1214.4726100783676,1209.566328387379,1197.8670644760136,1.162187290885767
FT-224,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1253.32364366104,1253.39641832023,1253.2628428970104,0.0341562439500352,1273.874816816318,1285.89905912226,1276.2559770273813,1271.3717770670623,1263.522872491316,1.183151434417745
FT-226,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,815.1931200400654,815.2369274905478,815.1512909790769,0.0235253767613145,1257.978548513949,1271.0305211315415,1260.1923474812538,1255.2972656249676,1246.223995783555,1.3002026551407582
FT-227,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,815.5263145478614,815.5720124399368,815.4833781251697,0.0234497161485411,1257.9480855586548,1270.610866815275,1259.5108106778086,1255.372326819194,1246.8639153493934,1.1653434695229583
FT-228,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1618.0944863886548,1618.192836077746,1618.0103252971178,0.0474912638140451,1121.2716800177573,1134.893977078523,1123.7690728640036,1118.6476203191232,1106.596914117983,1.2163968224129416
FT-229,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,975.1420796493152,975.19513630601,975.0878433330068,0.0290253234446013,1174.724661855747,1190.7307771536025,1177.058293531887,1172.2284839034685,1160.82065582275,1.228760315355733
FT-230,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,975.6477809466752,975.6990653589808,975.5940350043956,0.0287421584037574,1174.6013930519584,1189.00957448142,1176.7579145842003,1172.100459753538,1162.114930834089,1.1040347611923722
FT-232,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1151.7625057823254,1151.8278132907371,1151.7003322838043,0.0337363777691751,1245.2407794332655,1258.885828041167,1247.7170349348398,1242.597248836875,1232.0764022275648,1.318578168780149
FT-233,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1179.778005634704,1179.8471969424174,1179.7162683397833,0.0348061923921688,1244.6512806591527,1258.3621313912536,1247.0162825638563,1242.1525013996577,1231.8023332868306,1.2082635774533983
FT-234,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1297.3438707330265,1297.41780999526,1297.2834308267838,0.035936390989363,1326.1469761141468,1339.8936870180316,1328.3423882735617,1323.7863328692615,1309.1371917724628,1.0893447788281685
FT-236,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1034.9898999251243,1035.0498484503012,1034.9323592474368,0.030924112226632,1419.3602150227453,1435.8320741768357,1420.919376846407,1417.2551242460954,1405.4176036421077,1.002582734876893
FT-237,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1034.9881000850553,1035.0498298584166,1034.933521063501,0.0298679283561603,1455.4754033806444,1468.5007572174063,1457.4421390509146,1453.3524117623429,1442.3543914159118,0.996514613389124
FT-238,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1083.34221048445,1083.4156648006433,1083.2876061219467,0.0332555834962821,1423.037280138564,1429.8039524371825,1425.2939780948373,1420.203550145215,1414.9106421837485,1.413257598599415
FT-239,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1083.3425827511437,1083.4166557113358,1083.2876164929687,0.0363729984623317,1439.3248342615186,1444.926219667708,1440.6319758799573,1437.3318144239922,1431.6119139535092,0.9884917727754934
FT-240,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1083.3466638903149,1083.418782663368,1083.293469620257,0.0379018511140412,1455.299982043751,1466.075484139584,1456.6897452440542,1453.095145833872,1445.1545170375284,1.139622011246467
FT-241,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1083.3479141235127,1083.4274300384948,1083.284999164605,0.0411502899069144,1473.3785589320328,1482.4898161206963,1474.8711895611846,1471.0252971599662,1467.2716426849436,1.1772538924513325
FT-242,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1083.0169631809986,1083.0848216619854,1082.950362254375,0.0368602131796223,1422.690822712629,1429.628389935163,1425.145367036958,1420.289303760063,1413.690671698993,1.3914501278972984
FT-243,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1083.0184165320716,1083.081155245212,1082.9536937910798,0.0367099381181748,1438.918439562102,1444.8087708493492,1440.6161703055536,1436.2722954248684,1431.0281680492635,1.1621010653959112
FT-244,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1083.0144831519058,1083.0790412617855,1082.95637841365,0.0347705557677826,1455.407052190095,1466.5766937878682,1456.8898431918287,1452.9667683924738,1445.1365334647055,1.0296105334833578
FT-245,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1083.02130840629,1083.085385012217,1082.9524375265098,0.0367501395346961,1473.1330249701502,1482.318571374777,1476.1689162150667,1469.9701177376287,1466.9295087773758,1.491661240294952
FT-249,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1069.709184439815,1069.7804240606993,1069.6449862815853,0.032195006247936,1158.0681524278946,1163.6372934068968,1160.4743729659026,1155.2261009596696,1149.9450179508715,1.242632907231868
FT-250,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1069.708344315076,1069.774287255223,1069.649218122904,0.030644853390045,1173.681223284433,1187.769702729723,1175.700209664516,1171.3635911074043,1163.6172158377544,1.1401411506553842
FT-029,0.9215686274509803,0.0,0.0,1.0,1.0,0.9629629629629629,1.0,1.0,0.9873417721518988,1.0,0.0,1845.2657451181792,1845.3735977845588,1845.168910499205,0.0528826872786653,1070.965956893128,1085.9088605244974,1073.2973908373,1068.1964103160765,1063.1140670776354,1.2396830023498544
FT-121,0.9215686274509803,0.0,0.0,1.0,1.0,1.0,1.0,0.9615384615384616,0.9873417721518988,1.0,0.0,1558.995169070793,1559.0819550228848,1558.9198968448936,0.042817280695425,1419.464297181073,1435.8906794118377,1421.563979355039,1417.0187324451276,1406.8921053540569,1.117459420027129
FT-128,0.9215686274509803,0.0,0.0,1.0,1.0,1.0,1.0,0.9615384615384616,0.9873417721518988,1.0,0.0,1559.5001805325464,1559.5898928598965,1559.4213651654734,0.0452821540101573,1419.26972000283,1434.98844392838,1421.1230373671274,1417.110955369115,1406.1567343434988,1.0686491312695778
FT-129,0.9215686274509803,0.0,0.0,1.0,1.0,1.0,1.0,0.9615384615384616,0.9873417721518988,1.0,0.0,1559.499840726536,1559.591193601963,1559.4186670548086,0.044603153211056,1455.3698325798234,1469.8877197763204,1457.3428571525346,1453.1341868624918,1441.7818338974682,1.0536807743373076
FT-143,0.9215686274509803,0.0,0.0,1.0,1.0,1.0,1.0,0.9615384615384616,0.9873417721518988,1.0,0.0,1632.5484544078683,1632.6430337023194,1632.4618631254198,0.0461621359007383,1455.1631672982346,1465.2903601828598,1457.14821150355,1452.7942091509242,1445.2795851632454,1.1089243890799865
FT-144,0.9215686274509803,0.0,0.0,1.0,1.0,1.0,1.0,0.9615384615384616,0.9873417721518988,1.0,0.0,1632.5484775521786,1632.6461105251813,1632.4546442621267,0.0466912860728051,1473.171101763048,1482.4374332428004,1475.4512352411034,1470.6162300679728,1466.381916046143,1.1104967430642156
FT-213,0.9215686274509803,0.0,0.0,1.0,1.0,0.9629629629629629,1.0,1.0,0.9873417721518988,1.0,0.0,1560.5057355603417,1560.5939289632963,1560.419867474586,0.0447411201277256,1419.153460464564,1432.79973961325,1420.7644262107144,1416.8304331429194,1406.3754851397352,1.084823661888734
FT-214,0.9215686274509803,0.0,0.0,1.0,1.0,0.9629629629629629,1.0,1.0,0.9873417721518988,1.0,0.0,1560.5106879252833,1560.603218971056,1560.4389892318009,0.0469938642049179,1455.2785186733047,1469.0251868111725,1457.2718004475466,1453.2646538510369,1442.4326360793343,1.0442360641897566
FT-028,0.9117647058823529,0.0,0.0,1.0,1.0,1.0,0.9615384615384616,0.9615384615384616,0.9746835443037974,1.0,0.0,1845.2675702568588,1845.3714278358416,1845.1623419189225,0.0547059411325117,1057.465322843472,1063.011718921446,1060.0061878004767,1054.8746688276972,1047.5546058911905,1.2638959113625776
FT-145,0.9117647058823529,0.0,0.0,1.0,0.9090909090909091,0.9629629629629629,1.0,1.0,0.9873417721518988,0.9375,0.0,1632.0422244647154,1632.143549164095,1631.944909954586,0.0498037752269419,1455.2449080604651,1465.325859832764,1457.0759410058563,1452.9375087822204,1445.226665496828,1.1451980467965952
FT-148,0.9117647058823529,0.0,0.0,1.0,1.0,1.0,1.0,0.9230769230769231,0.9746835443037974,1.0,0.0,1633.0433891731236,1633.1408675210662,1632.9657943151262,0.0455721833872696,1473.397159852177,1482.8077298944656,1475.3327389874703,1471.072093996486,1466.4682648398627,1.0908347103613008
FT-147,0.8921568627450981,0.0,0.0,1.0,1.0,0.9629629629629629,1.0,0.8846153846153846,0.9493670886075949,1.0,0.0,1633.0436758967032,1633.1441146353052,1632.9696891058245,0.0449364037120985,1455.2477318872882,1465.6225339104108,1456.8264409502044,1453.1028637962902,1445.261146881999,0.9790647979449134
FT-180,0.8921568627450981,0.0,0.0,1.0,1.0,0.9629629629629629,1.0,0.8846153846153846,0.9493670886075949,1.0,0.0,1846.2712907601397,1846.3774994429132,1846.1786216070363,0.0533862657772983,1057.5333992700469,1063.1384947133608,1060.249283829451,1054.8385991324435,1047.2597561326115,1.3137241358138774
FT-146,0.8823529411764706,0.0,0.0,1.0,0.9090909090909091,0.9629629629629629,1.0,0.8846153846153846,0.9493670886075949,0.9375,0.0,1633.038705134174,1633.107167277146,1632.9691329723976,0.0425022110452064,1439.0391430336188,1445.0717250636355,1440.7764451317369,1436.86510091518,1430.602291920149,0.996074966973379
FT-181,0.8823529411764706,0.0,0.0,1.0,0.9090909090909091,0.9629629629629629,1.0,0.8846153846153846,0.9493670886075949,0.9375,0.0,1846.2703428802347,1846.3757490022745,1846.1788405008117,0.0534756835928777,1070.925201977295,1084.9925969721205,1073.693689919803,1068.1755747616285,1063.147841652671,1.3700972262640243
FT-210,0.8823529411764706,0.0,1.0,1.0,0.8181818181818182,0.9259259259259259,0.9230769230769231,1.0,0.9493670886075949,0.875,0.0,293.1831414699142,293.1996029087832,293.16727975808595,0.0086518209989555,674.6181627077369,683.8307102655976,677.6995786520689,671.0613470701732,665.6266603631451,1.7099955693838589
FT-172,0.803921568627451,0.0,1.0,0.8,0.8181818181818182,0.8518518518518519,1.0,0.7307692307692307,0.8607594936708861,0.8125,0.0,886.6352611425967,886.6797677782474,886.5887702166918,0.0241624875229154,674.1885161473726,683.2720027250376,679.4295417213385,668.2875055110654,665.7916876848988,2.238306369755907
FT-246,0.7549019607843137,0.0,1.0,0.6,0.8181818181818182,1.0,1.0,0.4230769230769231,0.810126582278481,0.75,0.0,886.640677379445,886.6885162538287,886.5933552782225,0.0251461497954597,640.7806068187616,655.6501274724213,645.2189602083051,636.1348053340776,634.6614019332407,1.8430872720483809
FT-173,0.7352941176470589,0.0,1.0,0.6,0.8181818181818182,0.9629629629629629,1.0,0.38461538461538464,0.7848101265822784,0.75,0.0,887.6456265913164,887.6784669270911,887.6006141771315,0.0231159416785256,639.9073997418709,651.9194210900256,643.8938394306622,635.7707743457954,634.3369441562289,1.9090119072460423
FT-174,0.7352941176470589,0.0,1.0,1.0,0.9090909090909091,0.6296296296296297,1.0,0.6153846153846154,0.7468354430379747,0.9375,0.0,1210.8304701216448,1210.9006110405176,1210.7634042850927,0.0393243797493412,928.6948296247882,936.6544350710782,933.2542365417872,923.4052741038936,921.7589794505756,2.2293708605911333
FT-013,0.7058823529411765,0.0,1.0,0.8,0.8181818181818182,0.9629629629629629,0.6153846153846154,0.6153846153846154,0.7341772151898734,0.8125,0.0,1210.8270502489595,1210.8965928740345,1210.757497420239,0.0348292922405459,899.7233926516836,910.3418386122776,902.5053635226112,896.73995171614,892.597834867591,1.520345058452607
FT-251,0.5882352941176471,0.0,1.0,0.4,0.8181818181818182,0.37037037037037035,1.0,0.46153846153846156,0.6075949367088608,0.6875,0.0,887.6472211426521,887.6812600576577,887.5895078640959,0.0254866335531941,674.3056333776316,681.8237132410858,677.5745826924477,670.8389651880215,666.8800310934755,1.6584137163707755
